emp_no,salary
418897,84366
419150,60473
419183,57791
419327,50672
419543,85014
419694,59301
419706,50269
419730,45498
41983,66664
419959,78403
420002,54158
420109,85830
420388,68880
420581,81806
420648,49324
420782,58292
421006,50947
421208,79503
421217,58813
421442,97414
421841,109647
421861,71380
422046,87449
422419,67871
422509,52791
422901,63408
423247,45676
423491,67605
423890,84579
423960,81273
424332,47473
424341,82289
424590,62578
424630,65822
424966,57817
425049,49453
42507,82008
425338,81704
42548,46407
425592,97967
426038,98692
426139,62871
426223,72714
426426,88720
426541,99961
42679,62705
426926,68090
427445,68012
427479,65782
428062,80509
428332,57967
428455,90939
428700,72025
428727,93228
429107,114541
429120,58370
429444,76539
42975,76320
429918,53747
430272,54494
430555,76019
431325,99274
431369,55602
431429,51465
431759,47041
431857,52280
431916,60103
431940,98017
431979,89263
432062,56707
432495,78197
43341,49720
433446,82391
433861,75050
434026,62475
434226,97576
434438,97198
434586,58501
434784,79335
434836,62624
435895,62374
435959,85028
436268,65616
436636,58292
436695,99960
436717,55988
436740,54179
437132,67828
437271,75625
437526,97370
437581,51073
437864,64223
438305,72723
438326,91604
438379,71401
438429,68831
438459,53991
438491,59317
438673,67865
438780,52483
439362,82078
439465,44764
439520,79305
439534,76646
439924,96845
440106,49240
440128,73621
440130,90021
440264,77804
440577,68462
440675,55064
440688,45785
441044,57628
441183,50295
441375,82406
441541,48202
442546,67156
442780,61636
442925,54133
443096,82123
443122,43944
443212,85466
443495,66110
44350,51384
443671,81318
443917,99474
444063,77980
444288,42715
444324,80051
444395,53891
444875,74207
445433,43171
445548,47228
445818,63951
445826,48051
44603,72611
446157,81766
446264,61167
446286,71798
446297,83458
446315,55561
446379,50789
446580,99565
446820,59350
447126,71485
447303,82342
448007,57157
448108,50727
448183,60714
448236,63891
448451,77270
448543,59387
448755,51674
449012,61839
449169,61869
449575,70753
44966,60275
449663,49825
449804,66185
449856,55756
450070,86230
450467,72596
450657,42438
450679,99347
450893,99861
451046,97886
451097,40000
451252,71509
451650,81715
451826,55774
452067,66611
452104,62228
452142,75353
452152,82073
452222,91369
452241,43530
452570,51710
452578,47988
453140,46667
453415,86599
453480,72351
453728,87582
454138,97301
454271,61405
454849,72298
454898,68219
454934,69661
455054,76433
455249,64220
455439,84983
455440,74099
455635,92393
456150,64067
456475,69696
456493,41669
457177,83460
457345,67021
45756,72705
457654,56196
457753,96112
457873,68233
458314,92546
458370,69935
458382,71104
458541,93165
458551,61791
45856,82648
459033,75830
459856,54892
459860,62344
460040,58254
460127,74416
460270,63637
460579,62174
460774,82229
461198,63812
461279,66273
461403,79286
461504,83845
461652,65855
461714,93823
461750,63112
462301,59792
462390,44122
462392,61594
462930,44986
463050,48691
463285,83583
463447,66090
463508,49956
463550,53409
463716,68067
463718,76624
463841,73320
46391,67021
463914,54259
464162,52899
464207,78386
46444,43049
464943,78114
465398,41327
465935,69507
466486,72665
466549,73467
466766,75246
466801,57528
466845,73459
466950,48652
467021,40466
467059,57738
467284,66861
467369,89994
467545,98394
467586,57526
467846,67096
468107,85308
46879,52149
469329,53612
469343,53927
469354,85115
469498,61709
469613,69250
469817,53316
470044,60904
470076,60130
470221,58859
470728,56890
471266,60139
471514,98045
471665,62174
471675,91940
471679,99420
472075,55545
472143,93977
472215,46970
472519,49560
47268,63402
472682,51409
472726,54490
472761,69377
473221,75032
473399,60468
473432,54682
473529,86610
473607,47513
474249,82441
47445,70254
474590,95987
475003,99838
475017,72453
475090,97499
475118,56776
475324,40000
47570,94276
475825,97788
475881,55608
475994,116527
476438,55093
476480,55324
476658,64643
476663,43470
476965,87108
477234,55601
477314,71302
477326,99441
477999,97225
478075,94035
478347,59593
478354,62951
478639,78071
47877,79350
478806,49545
478867,81065
479154,77259
479155,46076
479175,88489
479406,47874
479614,77883
479785,66660
480036,91491
480045,70321
480294,57120
48088,89527
480891,76889
481048,79904
481097,66625
48114,75081
481363,52537
481413,63198
481526,66435
481563,58162
481640,58772
481643,49649
482157,76921
482243,53814
482433,44400
482607,68569
483096,63992
483198,61201
483278,75881
483299,81924
483396,70049
483578,62279
483783,74648
483787,54270
483912,44925
48393,48753
484306,84664
484653,75632
484741,122625
484778,53030
484846,72289
485037,70525
485168,63336
485875,47866
48590,49114
486354,59738
487032,51332
487366,64268
487489,61682
487812,74906
487948,68925
488094,98447
488238,76987
488488,58209
488587,58068
488779,40000
488881,50566
488972,78154
489007,66440
489399,83043
489460,85905
489812,64462
489824,41994
489915,72077
489993,73592
490028,51079
490100,59944
490309,56809
490465,60008
490526,57199
490534,53437
490538,80605
490599,75349
490657,69047
490881,58896
491115,69063
49137,97501
491394,64244
491492,55722
491592,53471
491724,71936
492013,57858
492149,56081
492327,52208
492607,89527
492785,73488
493464,96455
493741,88151
493816,70929
493966,57317
494395,56379
494581,52364
494952,73964
494965,71922
494997,96722
495133,60312
495428,66859
496111,99296
496184,59766
49627,59598
496450,77535
496603,90178
496762,96642
496890,74671
496903,77950
497304,49799
498279,77921
498350,95855
498390,50232
498648,83890
499137,75618
499151,65260
49916,49889
499277,66214
499291,48416
499443,96313
49960,73332
499817,96282
499834,77930
49995,71611
499971,50936
50036,48442
50277,98380
50556,49631
50687,72442
50800,86140
50832,99929
51256,71157
51294,86946
51446,69142
51547,41824
51946,58193
52364,65104
52408,97114
52571,56079
52828,108873
53023,74941
53277,61558
53430,98019
53679,86163
53791,46134
54046,51882
54073,57921
54097,60477
54260,121260
54559,52283
54729,67722
55388,60477
55443,76169
55520,66741
55551,77558
55649,54220
55807,79269
56081,58015
56199,77786
56490,50414
56501,74992
56505,95171
56539,67135
56716,57140
56814,50973
56973,70887
56999,79169
57180,70261
57500,89942
57655,45540
58108,55050
58167,51499
58318,59913
58559,47910
58582,59072
58946,108938
59264,73770
59431,87319
59680,83161
59775,81543
59975,74162
60147,51755
60427,98568
60491,64269
61186,69434
61364,73806
61442,62668
61675,61004
61851,72555
61980,68776
63079,87190
63126,73312
63391,65302
63392,53900
63488,58349
63566,44049
63585,71383
63928,60964
64054,53712
64937,44460
65298,73055
65631,99311
65682,47950
65940,42582
65979,58638
66000,56166
66382,61629
66423,74077
66498,52830
66576,73644
66603,67579
66661,73008
66692,57594
66915,59615
67965,41248
68341,66996
68471,80230
69196,59147
69348,48782
69433,79597
69779,79279
70345,74630
70542,82087
70640,65600
70650,83132
70665,95383
70718,74460
70758,46159
70926,76763
70958,65117
71840,93427
72068,80973
72069,75929
72070,68524
72175,59875
72236,66830
72314,78696
72513,60662
72526,69966
72621,63767
72890,82032
73131,63399
73414,96032
73469,87609
73543,54766
73555,65720
74217,77802
74252,41701
74363,65823
74613,79790
74698,50661
74726,78954
74745,74082
74988,66299
75283,81102
75339,66392
75526,96711
75891,52837
75936,43356
76124,59021
76369,56807
76673,76760
76779,87233
77179,46351
77247,55934
77291,45867
77321,74247
77786,89838
77810,80209
77872,92929
77965,65848
78022,55124
78211,47865
78351,49037
78803,73524
78983,50555
79013,77459
79320,99208
79345,59468
79360,57430
79504,65182
79617,48560
80146,50574
80301,63102
80593,57291
80691,97145
80706,86930
81083,68039
81342,66556
81808,62528
82141,66714
82268,87993
82604,54633
83668,91056
84082,70281
84212,75716
84329,63398
84399,47004
84575,50736
87019,75018
87025,53240
87168,72501
87242,92248
87369,64933
87441,90061
87664,63383
88150,49392
88285,67526
88565,60215
89427,51401
89919,74824
90237,83599
90439,77625
90742,51581
90807,74516
91120,66266
91326,68853
91561,48458
91767,72159
92143,69307
92167,55321
92374,54362
92388,74279
92537,72695
92547,57916
93125,76179
93225,89799
93408,93467
93561,95583
93636,57743
94309,86468
94336,63334
94342,70821
94345,46150
94404,75344
94462,86729
94592,82854
94610,97010
94741,57844
95138,65853
95212,48041
95517,61238
95544,57784
95869,70222
96010,82494
96666,61656
97143,49802
97163,50193
97239,55994
97267,61219
97514,59985
97676,69796
97761,62603
98705,66959
98744,64285
99187,54533
99366,78900
99584,41954
99634,97679
99659,75225
99690,55254
100277,71995
100531,52340
100537,63994
100584,81982
100646,58794
101090,72324
10114,64083
101153,81505
10133,83921
101803,98809
102136,44233
102370,75623
102418,43163
10250,65784
102687,63043
102945,47918
102970,62432
103231,62887
103411,87565
104043,71291
104161,67884
104342,80299
104599,88023
104678,74778
104827,60007
104896,67628
105119,73049
105184,97517
105216,85201
105567,60786
105892,44488
106218,58749
106259,83221
106369,83956
107068,69895
10730,65467
107535,42055
10784,48195
10801,69378
108106,64462
108482,43382
108637,94499
108643,43120
108715,99459
108893,69150
109113,61617
109316,62738
109399,73346
109529,63181
109615,50947
109631,74909
109715,79329
109778,61574
11106,97197
11251,96160
11351,67062
11667,93927
11687,61317
11822,82571
12003,82535
12104,50741
12164,54528
12204,58571
12750,82589
12811,47063
13041,79515
13107,92697
13170,59437
13395,61578
13460,55881
13660,61912
13866,82757
14000,71905
14455,79563
14525,81313
14552,60243
15041,54791
15273,54158
15420,56318
15435,55013
15478,98341
16027,94871
16303,66095
16340,53337
16413,72639
16619,70501
17024,82045
17256,96977
17260,69104
17275,58865
17438,58190
17741,45773
17839,48981
17901,54168
18276,76327
18283,60869
18462,57641
18570,47167
18683,74244
18921,87361
19051,96603
19390,75871
19404,48401
19549,90708
19817,72600
19822,77919
19882,71611
200534,66434
200635,75756
200722,88037
200962,42733
201414,68828
201417,70437
201775,61310
201980,67058
202296,69226
202309,66469
202465,79962
20293,87982
203118,71811
203289,67039
203348,80917
203671,60135
204073,45126
204640,60568
204874,40000
205370,84133
20546,87212
205554,73537
205777,90210
206063,51721
20626,76420
206766,61453
206793,46573
206795,97087
207385,98450
207831,96749
208002,60669
208052,75463
208239,91102
208781,55520
208809,97270
208912,54936
208974,59920
209060,47305
209127,75952
209626,48229
209821,59933
210091,74833
210124,98931
21016,60485
210284,66505
210721,43173
210824,48038
210956,86536
211080,66187
211088,81531
211256,56462
211610,63441
212016,50526
212116,83033
212215,42094
212220,70653
212270,80982
212320,56678
212503,72704
212965,76870
213471,61265
214023,57494
214115,81117
214211,81579
214385,97211
21456,59056
214906,97455
215019,85000
215161,68398
215656,68302
215704,63249
216206,80789
216967,72524
217527,46648
218094,51300
219003,73757
219014,76057
219267,54664
219331,66107
219450,64762
21967,46211
219697,56959
219837,59683
220266,53623
220309,90331
220330,58789
220743,75100
220945,81654
220983,96775
221275,82716
221486,82856
221873,50495
222039,45321
222063,99039
222396,67720
222416,51161
222633,60080
222909,81801
222935,62037
223216,98432
223282,50777
223413,91398
223497,61270
223733,69974
223967,74780
224019,51603
224035,92691
224140,72525
224194,88247
224227,59277
224321,86907
22438,94203
224436,79606
224456,63973
224499,71959
224655,64222
224892,99344
22529,77782
225312,69398
225489,77575
225567,88328
225706,97739
225933,57245
226023,51869
226218,87886
22629,64471
226955,79730
227018,52922
227167,56498
227349,83351
227350,62570
227698,69262
227764,88517
227812,80578
227821,49573
227877,81255
228076,87216
228522,47711
228817,67496
229113,63062
229166,61140
229248,56862
229596,46756
229684,72346
229934,66454
230058,68450
230294,99571
230425,49657
23054,71786
230625,55069
231119,49982
231356,40000
231499,56970
231599,69636
231848,86546
231973,53686
232306,80154
232353,53965
23236,60442
232850,98280
233032,72163
233086,83413
23382,74409
234106,52595
234202,90707
234257,57216
234500,66933
234608,63703
23462,69642
234771,69297
234949,72100
235220,73867
235513,54627
23565,99231
235764,90905
23595,69889
236105,59312
236192,71280
236374,63892
23645,59128
236481,59254
23666,76877
236942,47031
237046,48182
237946,77511
238166,44094
238235,98617
238665,60577
238711,95717
23889,78009
238956,42857
23949,66502
239929,44150
240467,47907
240658,98774
241262,56034
241404,60803
241458,77900
241640,48101
242014,74695
242240,92633
242242,84903
24285,66303
242888,66847
243070,67513
243208,55765
243287,72755
243292,83995
243633,48224
243732,40159
244149,74577
244560,70633
244877,81624
245027,43782
245202,65606
245254,72250
245356,77559
245403,44562
245489,94682
24580,69419
246111,73206
246341,64136
246350,50896
246675,61244
246894,61151
247240,85254
247425,51436
247615,55046
247684,75154
247866,51770
247874,40000
247884,81718
248277,72067
248344,57780
248376,51670
248488,60033
248682,56352
249020,47761
24905,72587
249288,80890
249827,98990
249989,86997
250265,69032
250544,72533
250590,57213
250670,68032
250724,63870
250986,70984
251065,53331
251332,95458
25155,96220
251791,69476
252014,75777
252188,66092
252367,73288
252966,68847
253242,45345
253245,56078
253370,49026
25375,78840
253773,84800
253814,61981
253892,62066
253913,60792
254084,79450
254380,62549
254409,86274
254483,90098
254690,98005
255006,65442
255108,63764
255131,64109
255165,47969
256033,78934
256361,79413
256376,52874
25685,80294
257162,69651
257437,46426
257709,80066
258117,45050
258171,59228
258295,88348
258306,99303
258379,77497
25865,62455
258906,57414
259263,67052
259302,67943
259470,72044
259643,93500
259988,61739
260350,72359
260398,77522
260444,81579
260470,65150
260505,66731
260664,63791
260784,50769
26079,51980
261108,72217
261314,66389
261470,53421
261704,64163
262022,46417
262262,99236
262329,81320
262662,59346
262753,59425
262836,99081
263094,50056
26360,47728
263600,77460
263624,53378
263729,65860
263986,62794
264025,73062
264072,77419
264205,69075
264238,89545
26456,98641
264592,59898
264597,44199
264875,46051
265099,40000
265341,69987
265545,90780
26576,68684
265981,52094
266020,54275
266206,98717
26637,81967
266415,81833
266631,51149
266698,56302
266754,49012
267008,84230
26705,76763
267118,78627
267309,82371
267414,77124
267471,98575
267565,56470
267572,90652
267583,88761
267607,98724
267876,60367
268284,50441
268354,97937
268401,43594
268508,56214
268772,62468
268898,95695
268934,58414
269489,62224
26958,68633
269665,97091
269810,85311
27020,47323
270336,56482
270808,98019
270851,63488
270896,51014
271332,55761
271342,79896
271650,82579
271757,64524
272654,83186
272676,70215
27274,61940
272858,80927
272904,83182
273115,53018
273555,99938
273726,78485
273761,74525
273942,80341
273958,75945
274061,65631
274135,70713
274224,72533
274235,60480
274305,77816
274433,63533
274450,41681
274578,72608
274888,76021
274942,46015
275513,91916
276280,69813
276975,84045
277255,49340
277294,52704
27732,92207
27775,45960
277768,63363
278090,65038
278107,72151
278264,96819
278281,53131
27841,60903
278634,47977
278703,68581
278819,70617
279176,59212
279225,81066
279236,46629
279522,56813
279723,87906
280023,69615
280167,57732
280182,66074
28060,60534
280633,55447
280641,47169
280643,94921
280653,71430
280711,61554
280728,91407
280791,48972
280843,99845
280902,51048
281111,59451
281150,98550
281284,98630
28148,83911
281952,60174
281984,65114
282038,47017
